Soil_Type,Soil_pH,Soil_Moisture,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Crop_Type,Recommended_Fertilizer
Silt,4.7,56.04,37,48,95,38.27,60.36,Wheat,Urea
Sandy,4.51,15.32,71,42,49,19.22,74.58,Potato,Compost
Sandy,5.48,20.55,100,89,64,35.97,36.07,Rice,Compost
Clay,7.22,28.51,152,84,56,29.18,40.17,Cotton,NPK
Clay,4.99,50.44,35,38,101,33.97,88.11,Potato,Urea
Silt,4.96,23.46,40,26,70,11.13,72.81,Cotton,Urea
Loamy,6.14,54.1,58,46,89,18.32,43.87,Rice,Urea
Sandy,7.09,12.75,56,15,83,35.41,64.43,Cotton,Urea
Silt,7.35,57.05,72,55,43,19.55,41.28,Maize,MOP
Sandy,5.21,38.04,93,23,71,31.38,81.93,Tomato,DAP
Sandy,4.82,42.94,51,46,88,39.77,56.92,Rice,Urea
Loamy,8.26,28.38,44,85,91,15.32,78.41,Maize,Urea
Loamy,5.54,49.1,83,38,54,22.53,88.31,Wheat,DAP
Silt,7.91,18.33,122,58,104,14.95,88.85,Tomato,Zinc Sulphate
Loamy,7.95,12.45,121,11,14,14.63,38.26,Sugarcane,DAP
Loamy,7.59,29.78,57,79,60,28.99,86.69,Tomato,Urea
Silt,5.18,52.68,111,79,106,15.74,46.22,Maize,Compost
Loamy,7.79,47.75,98,74,67,24.48,51.58,Tomato,Compost
Clay,7.58,35.86,155,55,102,39.34,33.78,Sugarcane,NPK
Sandy,6.89,38.61,20,72,12,19.99,68.74,Cotton,Urea
Sandy,5.85,16.49,78,30,32,36.21,68.65,Maize,DAP
Sandy,5.55,52.03,54,36,19,21.89,76.62,Maize,Urea
Sandy,4.99,49.35,35,72,56,17.89,86.78,Cotton,Urea
Silt,6.54,42.82,24,32,41,20.09,55.69,Potato,Urea
Sandy,6.84,33.31,99,48,57,13.83,54.45,Maize,NPK
Sandy,5.94,58.22,40,67,36,30.37,68.35,Cotton,Urea
Sandy,6.4,53.95,77,54,45,25.27,70.04,Wheat,NPK
Sandy,5.95,42.22,76,23,97,28.41,56.71,Tomato,DAP
Clay,7.06,28.59,158,31,63,19.09,85.16,Tomato,DAP
Sandy,8.11,40.9,90,26,29,29.6,33.13,Rice,DAP
Clay,5.16,38.77,140,38,12,14.94,75.38,Potato,DAP
Silt,6.03,29.71,155,47,78,29.57,42.48,Potato,MOP
Loamy,5.06,25.33,127,40,12,12.43,59.72,Maize,MOP
Sandy,7.0,30.35,57,67,49,22.01,81.09,Wheat,Urea
Loamy,7.42,38.7,98,26,69,28.29,49.78,Rice,DAP
Loamy,8.23,31.41,69,32,79,35.66,83.98,Tomato,DAP
Silt,5.62,23.18,108,29,88,34.37,57.04,Maize,DAP
Loamy,8.3,48.05,83,85,79,25.81,72.17,Wheat,Zinc Sulphate
Clay,4.75,36.57,144,13,32,36.5,73.36,Maize,DAP
Loamy,6.91,13.38,149,82,69,25.18,45.65,Rice,SSP
Loamy,4.73,28.42,159,84,39,25.52,84.04,Maize,MOP
Loamy,8.08,54.25,100,58,48,31.62,37.48,Cotton,Zinc Sulphate
Sandy,6.62,47.76,97,35,49,36.33,65.4,Tomato,DAP
Sandy,7.18,26.16,29,41,57,28.08,85.74,Wheat,Urea
Clay,7.83,56.91,63,37,94,38.33,31.86,Maize,DAP
Clay,5.1,13.83,59,60,54,16.98,61.88,Cotton,Urea
Sandy,4.65,58.06,128,49,46,37.73,44.79,Tomato,Compost
Clay,8.02,22.29,89,46,31,16.65,41.55,Tomato,MOP
Sandy,5.76,10.45,50,60,61,25.79,44.03,Potato,Urea
Silt,5.02,31.69,56,66,11,33.88,84.16,Rice,Urea
Loamy,6.37,27.95,128,89,23,34.05,55.53,Potato,MOP
Loamy,6.89,36.95,116,81,27,18.34,44.15,Rice,MOP
Clay,4.62,49.84,90,76,59,39.58,85.65,Tomato,Compost
Sandy,5.6,52.12,57,12,24,12.42,49.3,Potato,Urea
Sandy,4.63,30.06,27,83,46,11.04,73.41,Cotton,Urea
Clay,6.18,31.49,53,72,11,35.25,62.23,Rice,Urea
Sandy,8.08,17.41,36,21,116,34.57,70.75,Cotton,Urea
Silt,8.43,12.38,113,88,93,31.38,40.96,Potato,Zinc Sulphate
Loamy,7.05,42.06,101,60,83,35.52,70.71,Rice,NPK
Clay,5.15,13.22,72,20,78,14.13,84.35,Sugarcane,DAP
Clay,8.12,46.69,83,15,41,12.87,36.05,Sugarcane,DAP
Sandy,6.56,36.95,128,21,75,39.08,49.59,Maize,DAP
Clay,5.11,19.93,76,34,117,28.73,88.36,Potato,DAP
Silt,8.19,36.98,80,35,66,37.6,43.51,Potato,DAP
Sandy,7.53,19.15,44,67,70,37.19,33.57,Potato,Urea
Sandy,7.43,31.94,97,89,14,29.59,33.3,Rice,MOP
Sandy,7.34,49.98,46,45,94,28.85,46.52,Sugarcane,Urea
Sandy,5.3,33.1,118,45,27,20.8,59.69,Potato,MOP
Silt,5.34,17.43,47,30,57,14.47,46.13,Potato,Urea
Sandy,7.25,46.19,153,58,49,30.6,46.85,Cotton,Compost
Clay,5.38,19.34,60,69,77,34.54,79.89,Rice,Compost
Silt,6.25,46.93,78,71,105,26.34,76.02,Potato,MOP
Loamy,7.63,33.97,97,28,109,11.53,48.65,Wheat,DAP
Loamy,7.64,32.69,68,20,65,14.35,50.69,Cotton,DAP
Clay,6.31,52.57,127,87,13,13.06,88.18,Sugarcane,MOP
Clay,7.67,45.43,119,89,26,29.73,87.01,Sugarcane,MOP
Silt,7.85,11.65,24,12,61,26.94,88.39,Sugarcane,Urea
Loamy,7.12,24.81,30,66,72,24.0,86.35,Maize,Urea
Loamy,5.41,53.55,105,78,51,26.3,67.69,Tomato,Compost
Loamy,5.6,10.92,59,62,42,18.28,48.5,Maize,Urea
Loamy,5.76,37.26,133,75,95,34.14,88.17,Wheat,MOP
Loamy,4.97,46.39,89,21,27,19.86,74.57,Wheat,DAP
Sandy,5.59,41.09,89,71,36,29.33,72.67,Tomato,MOP
Clay,5.34,48.03,129,54,88,21.73,77.86,Cotton,Compost
Sandy,6.32,46.28,39,66,70,12.16,65.91,Wheat,Urea
Loamy,8.13,44.6,151,11,34,17.71,65.0,Cotton,DAP
Silt,4.92,51.08,32,64,70,38.95,51.68,Potato,Urea
Silt,7.38,42.28,68,28,19,15.72,39.04,Rice,DAP
Loamy,7.25,30.12,95,70,89,13.15,56.31,Maize,DAP
Loamy,4.88,33.6,28,33,13,18.73,61.04,Potato,Urea
Silt,8.19,45.84,78,14,40,36.34,82.67,Sugarcane,DAP
Sandy,6.77,53.82,135,35,41,19.18,54.1,Cotton,DAP
Sandy,5.95,23.61,22,44,33,22.52,82.98,Wheat,Urea
Loamy,7.53,27.1,30,28,68,19.3,49.05,Rice,Urea
Sandy,5.53,56.54,24,40,27,39.67,86.68,Wheat,Urea
Silt,7.27,38.93,132,53,105,40.0,32.34,Sugarcane,Compost
Sandy,4.66,18.95,101,28,101,24.48,61.52,Rice,DAP
Loamy,7.86,43.18,144,21,84,33.54,49.3,Wheat,DAP
Silt,6.29,59.54,153,44,81,16.6,47.66,Cotton,SSP
Sandy,7.05,51.17,105,67,74,21.23,34.76,Potato,DAP
Clay,5.38,47.29,61,81,11,30.38,70.88,Wheat,MOP
Silt,7.21,20.4,62,34,30,18.59,53.55,Maize,DAP
Silt,7.59,53.81,44,34,92,16.74,86.94,Tomato,Urea
Clay,6.39,36.29,37,22,51,37.67,72.75,Tomato,Urea
Clay,6.97,54.46,125,51,103,17.33,56.57,Tomato,NPK
Silt,6.33,26.49,20,24,113,11.78,67.64,Maize,Urea
Clay,8.08,13.1,34,32,34,32.53,33.96,Rice,Urea
Loamy,6.49,33.8,53,37,62,17.3,65.35,Maize,Urea
Loamy,7.87,23.49,21,22,18,23.51,69.97,Wheat,Urea
Loamy,7.71,45.76,129,84,51,13.35,36.37,Sugarcane,Compost
Silt,6.14,57.86,70,53,37,12.06,70.95,Maize,MOP
Clay,5.42,44.55,65,87,46,23.81,58.44,Cotton,Compost
Clay,6.12,54.35,116,61,70,20.11,58.78,Wheat,NPK
Sandy,7.8,32.65,125,44,68,25.18,73.41,Tomato,MOP
Sandy,5.41,48.58,33,56,41,38.97,56.99,Maize,Urea
Clay,6.6,52.15,36,44,50,22.22,44.06,Potato,Urea
Clay,7.72,45.54,141,59,84,28.08,47.9,Rice,NPK
Clay,5.91,35.39,126,49,94,12.93,74.3,Tomato,NPK
Silt,7.07,41.29,31,86,33,36.58,34.26,Sugarcane,Urea
Clay,5.48,45.03,150,79,74,34.18,80.45,Sugarcane,Compost
Sandy,4.94,22.65,94,51,89,25.67,64.93,Sugarcane,Compost
Silt,7.68,50.48,62,24,97,15.5,73.62,Sugarcane,DAP
Clay,4.9,57.52,152,69,19,22.78,50.62,Cotton,MOP
Sandy,5.59,33.26,46,67,105,18.92,43.36,Maize,Urea
Silt,7.92,45.05,146,78,101,39.84,78.27,Sugarcane,Zinc Sulphate
Clay,5.89,46.85,75,42,59,24.73,36.13,Cotton,NPK
Clay,8.39,43.11,123,49,106,22.67,39.95,Cotton,Zinc Sulphate
Clay,8.42,37.36,99,11,72,15.07,47.1,Sugarcane,DAP
Silt,5.57,54.08,87,42,111,17.17,51.07,Potato,DAP
Sandy,4.66,32.45,110,34,95,31.35,42.22,Sugarcane,DAP
Sandy,7.32,13.06,34,68,74,26.05,84.76,Cotton,Urea
Loamy,6.3,52.23,45,36,108,20.74,31.63,Cotton,Urea
Clay,4.9,43.7,29,65,67,18.91,78.21,Rice,Urea
Loamy,7.33,52.46,117,34,118,16.02,54.66,Cotton,DAP
Loamy,4.62,16.93,121,14,85,11.02,80.17,Tomato,DAP
Sandy,7.98,11.54,155,71,55,39.31,77.76,Rice,Zinc Sulphate
Silt,5.05,56.72,99,52,98,32.59,37.26,Potato,Compost
Silt,5.01,17.39,51,77,37,37.84,69.98,Wheat,Urea
Sandy,5.2,50.48,40,87,90,22.38,52.71,Wheat,Urea
Silt,8.34,51.16,115,45,89,36.08,79.26,Rice,Zinc Sulphate
Loamy,7.27,45.44,64,19,105,17.69,81.06,Wheat,DAP
Clay,7.71,16.56,31,31,68,25.3,41.34,Cotton,Urea
Sandy,6.09,43.37,122,37,118,16.07,58.72,Tomato,DAP
Clay,5.85,54.45,93,57,13,33.11,65.66,Cotton,MOP
Silt,5.44,31.28,89,69,50,24.93,62.64,Sugarcane,Compost
Clay,6.42,30.68,56,72,69,26.09,45.11,Maize,Urea
Silt,6.71,32.14,131,11,71,35.78,46.35,Sugarcane,DAP
Silt,7.03,14.11,150,32,20,32.18,81.49,Sugarcane,DAP
Loamy,5.53,54.6,88,60,29,38.99,31.96,Maize,MOP
Silt,8.29,53.46,117,89,99,22.16,45.74,Rice,Zinc Sulphate
Loamy,5.18,59.9,52,37,16,23.84,43.38,Cotton,Urea
Loamy,8.36,39.26,55,87,104,28.46,52.24,Maize,Urea
Loamy,4.56,47.56,22,10,71,23.6,71.17,Potato,Urea
Sandy,6.42,20.13,150,24,16,22.59,61.94,Cotton,DAP
Sandy,5.83,43.38,125,24,73,20.22,62.44,Tomato,DAP
Silt,6.3,42.49,47,52,67,34.96,73.88,Rice,Urea
Loamy,6.78,55.06,156,14,13,26.0,78.73,Wheat,DAP
Sandy,6.24,51.54,45,81,81,28.22,39.59,Sugarcane,Urea
Loamy,6.16,56.92,29,47,23,16.12,36.48,Sugarcane,Urea
Clay,7.43,53.44,128,72,95,17.55,48.07,Cotton,Compost
Clay,7.24,53.43,81,52,32,20.19,79.65,Maize,MOP
Clay,7.83,13.19,115,60,98,23.96,62.5,Wheat,Zinc Sulphate
Silt,5.5,52.3,105,87,45,11.32,38.57,Potato,MOP
Loamy,6.94,40.37,68,35,99,36.65,39.82,Cotton,DAP
Clay,6.84,29.02,24,55,33,37.11,83.9,Tomato,Urea
Sandy,5.98,12.83,92,21,91,29.85,52.02,Potato,DAP
Clay,6.44,43.88,63,21,30,19.48,45.32,Sugarcane,DAP
Clay,5.76,26.41,140,38,72,21.56,71.62,Cotton,DAP
Clay,5.07,33.39,26,70,56,32.02,81.65,Cotton,Urea
Silt,5.36,44.09,39,50,78,18.59,56.54,Sugarcane,Urea
Sandy,4.92,55.59,127,29,24,28.27,77.47,Wheat,DAP
Loamy,7.23,51.27,83,55,40,37.19,55.8,Cotton,NPK
Sandy,7.14,32.53,62,39,99,22.31,71.49,Potato,DAP
Loamy,8.3,29.39,63,48,13,27.61,64.49,Maize,MOP
Silt,7.42,21.99,36,49,13,37.86,83.67,Maize,Urea
Silt,4.71,28.62,58,60,53,20.22,49.5,Rice,Urea
Silt,8.04,15.55,118,11,70,32.79,76.23,Rice,DAP
Silt,7.95,58.56,58,74,72,32.65,71.04,Rice,Urea
Loamy,6.27,38.7,58,37,92,37.85,80.33,Tomato,Urea
Clay,6.84,16.39,35,60,35,35.76,66.45,Maize,Urea
Loamy,8.4,27.64,72,17,59,32.46,57.61,Wheat,DAP
Sandy,6.63,37.35,125,40,42,29.1,32.97,Cotton,NPK
Silt,8.12,36.64,29,48,13,17.24,80.38,Maize,Urea
Silt,4.83,11.78,21,69,66,30.12,84.6,Rice,Urea
Sandy,5.26,57.54,21,86,71,18.29,56.98,Rice,Urea
Loamy,6.26,23.77,33,25,111,23.2,43.34,Tomato,Urea
Clay,6.84,10.81,70,32,97,31.29,68.83,Cotton,DAP
Clay,7.76,13.82,127,20,104,30.25,37.3,Rice,DAP
Sandy,8.45,39.01,68,63,43,22.04,32.45,Potato,Zinc Sulphate
Clay,6.06,16.89,48,83,43,15.48,47.41,Sugarcane,Urea
Loamy,4.69,12.09,130,78,11,24.52,70.79,Wheat,MOP
Loamy,7.7,28.98,143,21,52,18.1,78.85,Sugarcane,DAP
Sandy,6.92,41.14,83,45,81,17.66,39.41,Maize,Urea
Loamy,5.29,15.59,42,66,58,19.8,86.77,Cotton,Urea
Silt,6.48,25.67,42,35,30,31.19,63.12,Wheat,Urea
Sandy,7.47,30.89,35,89,21,24.92,85.52,Potato,Urea
Loamy,7.58,17.97,63,75,45,21.2,38.99,Tomato,SSP
Sandy,6.5,35.3,79,13,10,37.02,57.48,Wheat,DAP
Clay,5.72,14.26,128,25,51,31.2,55.85,Sugarcane,DAP
Loamy,8.39,12.33,84,31,112,24.84,54.7,Potato,DAP
Silt,7.15,35.99,116,73,25,22.64,85.85,Potato,MOP
Loamy,6.13,22.39,117,79,58,34.57,80.96,Rice,NPK
Sandy,5.62,14.77,148,20,15,15.19,77.66,Potato,DAP
Sandy,7.42,31.2,31,51,106,29.92,47.17,Potato,Urea
Loamy,5.47,55.76,106,48,116,10.63,50.34,Maize,Compost
Silt,5.19,46.21,108,56,22,10.21,45.56,Rice,MOP
Silt,6.62,50.78,107,31,54,37.95,77.61,Wheat,DAP
Silt,5.66,53.6,157,39,18,25.42,53.57,Potato,DAP
Sandy,7.02,58.63,149,39,108,19.45,88.72,Rice,DAP
Loamy,4.97,48.16,151,42,37,33.84,51.86,Maize,MOP
Clay,7.12,40.42,129,39,73,39.54,40.19,Wheat,DAP
Sandy,5.63,28.27,60,46,43,11.03,85.79,Tomato,NPK
Silt,4.5,19.08,57,62,41,11.14,76.96,Rice,Urea
Loamy,5.01,44.33,75,39,74,35.64,64.99,Cotton,DAP
Silt,8.23,59.75,43,35,112,26.7,81.51,Rice,Urea
Clay,7.97,33.37,112,15,98,36.48,86.97,Cotton,DAP
Silt,5.43,46.18,47,63,61,30.84,81.68,Sugarcane,Urea
Silt,7.61,34.75,81,65,83,24.12,84.27,Maize,Urea
Clay,6.93,31.6,29,13,75,14.84,46.27,Cotton,Urea
Loamy,8.38,30.52,147,88,13,21.7,60.65,Tomato,MOP
Sandy,5.99,35.23,48,45,34,33.61,77.72,Potato,Urea
Loamy,7.23,28.34,82,72,89,17.02,61.56,Maize,DAP
Clay,4.75,47.44,106,12,72,31.37,68.51,Sugarcane,DAP
Silt,6.08,53.71,26,66,49,17.42,85.37,Rice,Urea
Loamy,8.36,54.14,156,89,117,23.91,47.72,Rice,Zinc Sulphate
Sandy,6.66,21.38,39,25,78,12.56,62.36,Potato,Urea
Clay,5.65,54.8,136,49,65,23.65,63.81,Cotton,Compost
Loamy,4.98,27.08,111,62,32,28.38,51.57,Sugarcane,MOP
Sandy,7.31,25.47,69,15,93,26.9,52.1,Potato,DAP
Clay,7.08,46.34,86,30,12,22.19,76.14,Rice,DAP
Sandy,6.0,25.23,128,86,74,21.09,85.77,Potato,Urea
Clay,8.3,12.65,118,18,119,18.26,68.02,Wheat,DAP
Silt,4.59,28.68,67,72,60,33.01,59.28,Tomato,Compost
Loamy,5.71,46.07,47,52,34,33.48,75.02,Sugarcane,Urea
Sandy,8.18,26.35,89,81,89,24.49,89.87,Wheat,Zinc Sulphate
Clay,5.78,41.48,77,37,50,21.48,34.94,Wheat,DAP
Sandy,5.51,43.01,29,54,14,29.12,69.09,Sugarcane,Urea
Sandy,6.64,46.69,21,67,109,26.73,63.37,Rice,Urea
Loamy,7.8,54.86,20,38,73,30.02,66.61,Sugarcane,Urea
Silt,4.91,31.63,99,63,15,19.18,31.37,Rice,MOP
Sandy,8.27,18.32,109,66,85,33.65,87.34,Tomato,Zinc Sulphate
Clay,7.68,25.95,92,42,55,19.5,35.12,Maize,Urea
Clay,5.23,31.61,32,79,32,22.56,48.45,Wheat,Urea
Silt,7.35,45.69,90,73,119,13.97,47.9,Cotton,DAP
Clay,6.04,10.66,20,13,47,35.66,73.99,Potato,Urea
Silt,6.11,25.79,75,25,14,29.33,70.26,Sugarcane,DAP
Clay,7.63,48.99,23,12,70,17.06,33.7,Cotton,Urea
Loamy,8.35,43.54,47,72,11,35.55,38.98,Maize,Urea
Sandy,5.01,46.59,63,31,12,31.14,49.13,Maize,DAP
Loamy,6.18,50.59,49,27,114,23.27,72.25,Tomato,Urea
Sandy,6.42,49.16,55,66,16,39.7,85.75,Wheat,Urea
Sandy,6.01,44.11,125,34,99,20.12,48.93,Cotton,DAP
Sandy,5.95,31.98,141,37,85,12.99,61.53,Maize,DAP
Loamy,4.71,59.18,23,49,59,32.0,52.36,Wheat,Urea
Sandy,7.24,38.45,30,32,69,32.71,64.64,Sugarcane,Urea
Loamy,6.24,20.14,72,17,118,11.77,67.68,Potato,DAP
Silt,5.28,24.64,143,22,74,34.58,61.1,Tomato,DAP
Clay,7.76,44.68,107,53,74,33.28,53.34,Sugarcane,NPK
Clay,7.71,56.24,73,56,106,37.89,82.79,Cotton,NPK
Sandy,6.45,18.94,103,19,71,13.56,78.12,Wheat,DAP
Loamy,5.69,14.12,64,50,63,28.02,89.9,Tomato,NPK
Clay,7.05,54.08,83,76,112,16.58,54.76,Wheat,SSP
Loamy,5.65,55.76,32,83,62,21.98,32.32,Wheat,Urea
Loamy,5.44,23.82,71,58,18,17.95,69.08,Rice,MOP
Sandy,7.42,28.86,151,73,10,23.48,77.01,Maize,MOP
Clay,4.66,43.01,101,24,24,13.39,86.21,Wheat,DAP
Sandy,4.88,26.5,126,70,98,19.11,30.62,Rice,Compost
Sandy,4.53,53.86,28,83,117,12.13,82.77,Tomato,Urea
Clay,5.11,15.38,131,61,45,24.75,61.0,Rice,Compost
Clay,4.78,11.9,139,55,19,18.9,52.49,Potato,MOP
Silt,8.48,20.42,86,68,59,27.71,43.32,Sugarcane,Zinc Sulphate
Silt,5.66,24.3,101,57,40,23.69,78.85,Potato,NPK
Loamy,5.1,15.65,120,48,93,17.32,51.82,Tomato,Compost
Clay,5.46,13.28,139,51,78,13.09,66.27,Maize,Compost
Silt,8.24,47.78,135,60,101,32.6,60.7,Tomato,Zinc Sulphate
Loamy,6.58,18.21,133,59,107,28.99,45.79,Tomato,NPK
Loamy,5.96,55.7,152,75,112,10.99,77.27,Tomato,Zinc Sulphate
Loamy,7.99,28.4,130,50,111,39.68,47.89,Sugarcane,Zinc Sulphate
Silt,6.08,43.53,78,67,25,29.27,77.24,Maize,MOP
Clay,5.84,21.27,54,13,88,16.22,54.57,Sugarcane,Urea
Sandy,5.33,22.02,24,58,114,35.21,31.81,Tomato,Urea
Loamy,6.01,38.74,69,12,112,36.46,76.05,Rice,DAP
Silt,5.77,38.03,79,41,51,27.21,83.96,Wheat,Urea
Silt,7.21,48.44,34,56,35,36.57,37.19,Wheat,Urea
Sandy,5.66,47.89,127,71,39,10.88,65.11,Maize,MOP
Sandy,6.81,43.53,134,25,11,38.36,34.31,Wheat,DAP
Silt,4.76,32.46,122,77,76,11.72,79.79,Tomato,Compost
Clay,5.27,54.53,40,27,92,29.27,89.28,Sugarcane,Urea
Sandy,6.13,41.13,21,15,65,20.38,59.7,Potato,Urea
Silt,8.25,59.51,101,74,33,11.18,48.8,Sugarcane,MOP
Sandy,6.01,50.97,29,89,76,37.88,80.74,Cotton,Urea
Clay,7.16,12.22,84,46,49,14.06,61.25,Potato,Zinc Sulphate
Loamy,5.52,26.03,80,82,72,35.61,56.94,Potato,MOP
Sandy,5.01,38.59,137,72,78,19.91,43.67,Cotton,Compost
Clay,4.73,46.07,153,68,68,32.23,66.96,Tomato,Compost
Silt,5.72,37.52,37,43,105,17.63,66.38,Wheat,Urea
Sandy,5.13,49.31,110,46,70,27.5,45.77,Maize,Compost
Sandy,5.2,24.13,131,43,61,33.99,42.68,Rice,Compost
Silt,7.54,19.2,36,54,104,26.99,56.31,Sugarcane,Urea
Loamy,4.56,12.7,29,10,85,19.2,57.05,Cotton,Urea
Silt,6.73,38.67,50,62,116,17.0,37.7,Maize,Urea
Sandy,6.02,44.43,69,71,45,15.24,46.56,Rice,NPK
Silt,6.53,26.31,142,24,109,35.16,39.62,Tomato,DAP
Clay,6.75,40.68,103,60,40,28.33,84.09,Potato,NPK
Silt,5.75,12.61,64,23,106,25.26,34.46,Rice,DAP
Sandy,5.68,14.96,158,68,16,17.49,82.73,Tomato,MOP
Silt,7.43,45.09,155,61,99,23.01,61.67,Maize,NPK
Loamy,7.99,28.4,97,10,99,28.6,69.92,Potato,DAP
Silt,5.27,43.57,147,84,29,12.16,85.39,Rice,MOP
Loamy,4.89,51.59,32,26,107,20.82,51.92,Cotton,Urea
Clay,8.09,52.63,120,65,42,17.19,72.16,Wheat,Zinc Sulphate
Loamy,5.9,18.61,29,14,92,29.4,70.3,Sugarcane,Urea
Silt,6.71,34.31,113,26,26,28.19,89.3,Cotton,DAP
Sandy,5.94,46.7,95,27,116,18.98,32.76,Cotton,DAP
Loamy,5.0,48.7,138,64,110,11.25,57.33,Sugarcane,Compost
Clay,6.86,49.23,55,56,15,15.48,89.37,Wheat,Urea
Loamy,6.6,21.41,23,89,95,14.8,49.67,Tomato,Urea
Loamy,5.31,19.63,141,58,111,27.05,87.94,Wheat,Compost
Loamy,6.31,39.5,144,32,90,15.08,79.0,Potato,DAP
Clay,7.69,47.05,113,30,29,24.47,50.36,Tomato,DAP
Silt,6.86,25.96,57,38,115,28.44,31.75,Rice,Urea
Loamy,4.89,15.24,95,69,51,36.39,46.82,Rice,Compost
Loamy,6.69,45.84,58,55,72,17.35,37.42,Potato,Urea
Sandy,7.31,24.98,108,19,50,15.58,55.71,Potato,DAP
Clay,7.67,18.32,73,62,99,15.2,86.37,Tomato,SSP
Loamy,7.02,17.39,81,16,101,20.81,60.76,Potato,DAP
Clay,5.11,25.75,38,39,118,29.48,56.85,Potato,Urea
Loamy,7.34,39.63,21,64,81,30.16,42.95,Rice,Urea
Silt,7.21,27.92,113,74,116,16.33,67.29,Potato,NPK
Silt,4.6,11.03,76,30,16,13.94,57.32,Cotton,DAP
Loamy,6.15,14.85,119,16,80,23.46,76.36,Rice,DAP
Silt,5.83,24.53,22,53,38,14.24,60.97,Wheat,Urea
Loamy,7.18,42.99,42,77,76,34.39,83.19,Tomato,Urea
Silt,5.36,14.93,23,24,25,12.52,76.98,Potato,Urea
Sandy,6.86,38.03,97,11,86,32.56,38.7,Potato,DAP
Sandy,8.15,15.99,89,12,59,11.28,38.16,Maize,DAP
Sandy,7.69,20.58,26,57,91,34.21,31.46,Cotton,Urea
Clay,8.19,18.61,20,77,53,28.81,52.14,Cotton,Urea
Clay,8.41,13.36,107,56,86,19.67,33.28,Maize,Zinc Sulphate
Sandy,4.54,43.57,29,52,40,22.17,57.0,Cotton,Urea
Clay,6.99,33.17,138,36,76,30.21,44.48,Maize,DAP
Silt,6.15,51.55,153,13,103,15.57,59.89,Cotton,DAP
Loamy,7.94,14.94,129,45,12,36.71,39.5,Maize,MOP
Loamy,5.51,17.24,144,89,99,24.49,62.95,Maize,Compost
Loamy,8.42,25.32,64,61,75,32.8,87.99,Wheat,Zinc Sulphate
Sandy,6.95,48.29,159,54,112,25.2,68.23,Maize,NPK
Clay,7.67,25.29,122,60,107,23.57,63.86,Potato,Compost
Silt,4.84,30.42,130,41,111,24.09,77.28,Potato,Compost
Silt,5.23,25.08,89,11,86,20.89,30.33,Maize,DAP
Sandy,7.53,14.01,136,26,84,31.98,46.95,Sugarcane,DAP
Silt,4.59,56.97,129,32,110,35.38,89.22,Cotton,DAP
Silt,7.77,37.43,138,53,16,35.63,76.96,Potato,MOP
Silt,4.56,49.39,94,55,116,13.63,35.42,Cotton,Compost
Silt,7.13,42.92,55,21,36,32.84,49.59,Rice,Urea
Clay,5.96,35.71,106,63,16,16.0,56.39,Maize,MOP
Silt,6.95,14.48,120,22,17,10.37,86.08,Maize,DAP
Loamy,7.28,42.14,42,83,109,18.26,65.17,Tomato,Urea
Sandy,5.87,17.77,34,77,51,18.79,34.63,Cotton,Urea
Clay,4.93,30.72,61,80,102,34.29,60.54,Potato,Compost
Silt,4.78,41.46,151,75,94,32.27,47.36,Rice,Compost
Clay,6.86,49.11,48,24,35,12.54,50.32,Wheat,Urea
Silt,6.58,44.25,68,71,70,19.78,36.86,Maize,Zinc Sulphate
Loamy,7.47,43.58,90,82,29,17.54,57.53,Sugarcane,MOP
Sandy,6.54,17.45,94,33,102,27.86,70.17,Cotton,DAP
Silt,6.19,27.31,73,79,88,26.25,75.57,Rice,DAP
Silt,6.09,12.15,115,70,96,30.37,71.72,Tomato,NPK
Silt,4.61,45.97,123,80,88,37.32,69.63,Maize,Compost
Silt,5.84,57.63,56,89,60,22.63,82.15,Tomato,Urea
Sandy,8.4,23.21,154,81,83,29.68,49.94,Potato,Zinc Sulphate
Sandy,7.99,14.38,43,12,11,37.55,42.88,Rice,Urea
Loamy,5.82,33.78,74,38,39,26.25,35.37,Sugarcane,DAP
Sandy,6.85,52.83,158,30,110,19.25,39.94,Rice,DAP
Silt,7.89,37.6,127,63,100,22.09,38.96,Cotton,Zinc Sulphate
Loamy,6.27,12.34,109,15,26,32.64,84.75,Wheat,DAP
Loamy,4.57,58.71,25,20,76,31.6,40.83,Wheat,Urea
Loamy,4.8,51.43,50,79,81,32.45,35.64,Wheat,Urea
Silt,6.54,16.58,126,36,52,32.3,54.02,Potato,DAP
Clay,8.38,56.09,31,86,110,37.61,40.18,Potato,Urea
Silt,7.27,32.53,89,69,58,32.92,37.83,Rice,Zinc Sulphate
Sandy,4.78,28.59,49,82,13,35.66,51.74,Potato,Urea
Sandy,5.26,33.05,138,81,97,27.21,85.16,Maize,Compost
Silt,7.59,51.73,145,36,38,29.33,31.83,Maize,DAP
Silt,7.87,42.97,74,41,81,39.03,42.46,Maize,Zinc Sulphate
Loamy,6.97,12.96,58,42,43,36.11,79.45,Sugarcane,Urea
Silt,7.08,57.88,101,14,18,33.32,44.71,Maize,DAP
Loamy,4.61,17.39,25,18,67,30.57,56.47,Cotton,Urea
Sandy,7.81,47.28,27,22,90,20.76,35.91,Rice,Urea
Loamy,7.65,41.81,74,15,83,26.44,77.71,Cotton,DAP
Silt,5.54,19.38,124,83,33,11.65,74.19,Tomato,MOP
